user_id,candidate_count,relevant_count,precision_at_5,precision_at_10,recall_at_5,ndcg_at_5,ndcg_at_10
U0115,6,2,0.4,0.3333333333333333,1.0,0.9197207891481877,0.9197207891481877
U0116,11,7,0.6,0.6,0.42857142857142855,0.6164336326286644,0.7718801978599351
U0117,18,11,1.0,0.8,0.45454545454545453,0.9999999999999999,0.8643145546088338
U0118,4,1,0.25,0.25,1.0,0.4306765580733929,0.4306765580733929
U0119,6,6,1.0,1.0,0.8333333333333334,1.0,1.0
U0120,12,8,0.8,0.8,0.5,0.7860137352654725,0.9165542635924872
U0121,9,6,0.8,0.6666666666666666,0.6666666666666666,0.6608397947263839,0.7859363362324141
U0122,14,9,0.8,0.7,0.4444444444444444,0.7860137352654725,0.770541893155566
U0123,8,2,0.4,0.25,1.0,0.5437713091520254,0.5437713091520254
U0124,8,4,0.8,0.5,1.0,0.9828920819566879,0.9828920819566879
U0125,12,5,0.8,0.5,0.8,0.6608397947263839,0.7816510974258781
U0126,13,8,0.8,0.7,0.5,0.8304198973631919,0.8735286486161714
U0127,9,6,0.6,0.6666666666666666,0.5,0.5147714448836774,0.7634017248465546
U0128,11,4,0.6,0.4,0.75,0.8318724637288826,0.9550236580992476
U0129,10,9,1.0,0.9,0.5555555555555556,1.0,1.0
U0130,4,2,0.5,0.5,1.0,1.0,1.0
U0131,7,4,0.8,0.5714285714285714,1.0,1.0,1.0
U0132,8,3,0.6,0.375,1.0,0.9060254355346823,0.9060254355346823
U0133,11,4,0.6,0.4,0.75,0.8318724637288826,0.9550236580992476
U0134,13,5,0.6,0.4,0.6,0.6164336326286644,0.7294870343865365
U0135,7,4,0.8,0.5714285714285714,1.0,0.9047172294870753,0.9047172294870753
U0136,9,7,1.0,0.7777777777777778,0.7142857142857143,1.0,0.9848330959553521
U0137,15,8,0.8,0.8,0.5,0.8539316501572936,0.9641803458261541
U0138,16,3,0.4,0.3,0.6666666666666666,0.4367467095119258,0.6039071644781282
U0139,6,6,1.0,1.0,0.8333333333333334,1.0,1.0
U0140,10,4,0.4,0.4,0.5,0.4144299250118474,0.6663312458715582
U0141,5,2,0.4,0.4,1.0,1.0,1.0
U0142,10,5,0.4,0.5,0.4,0.3156484524795145,0.6377923817275619
U0143,12,7,0.8,0.6,0.5714285714285714,0.8687949224876582,0.8814949540977738
U0144,12,10,1.0,0.8,0.5,1.0,0.8701249883466594
U0145,8,4,0.6,0.5,0.75,0.8318724637288826,0.9709286432396583
U0146,12,10,1.0,0.8,0.5,1.0,0.8482378089219645
U0147,14,8,1.0,0.8,0.625,1.0,1.0
U0148,11,5,0.2,0.5,0.2,0.21398626473452753,0.6569414966820692
U0149,11,8,0.8,0.8,0.5,0.7860137352654725,0.9135277613190136
U0150,4,4,1.0,1.0,1.0,1.0,1.0
U0151,13,6,0.8,0.5,0.6666666666666666,0.8687949224876582,0.8706086854269928
U0152,16,8,0.8,0.8,0.5,0.8539316501572934,0.9672068480996276
U0153,11,7,1.0,0.7,0.7142857142857143,1.0,0.9848330959553521
U0154,6,5,0.8,0.8333333333333334,0.8,0.8687949224876582,0.9896062251871525
U0155,12,6,0.8,0.6,0.6666666666666666,0.8539316501572936,0.9538469539548475
U0156,7,4,0.8,0.5714285714285714,1.0,1.0,1.0
U0157,11,7,0.8,0.6,0.5714285714285714,0.8304198973631919,0.8576502177322106
U0158,10,7,1.0,0.7,0.7142857142857143,1.0,0.9950883841893561
U0159,18,6,0.8,0.5,0.6666666666666666,0.8539316501572934,0.8529794827885764
U0160,8,5,0.6,0.625,0.6,0.4468535299918563,0.6807182344492226
U0161,11,4,0.6,0.4,0.75,0.8318724637288826,0.9709286432396583
U0162,12,4,0.6,0.4,0.75,0.8318724637288826,0.9709286432396583
U0163,12,6,0.4,0.5,0.3333333333333333,0.5531464700081437,0.7976403384579976
U0164,11,3,0.4,0.3,0.6666666666666666,0.7653606369886218,0.9217868789962073
U0165,9,5,0.8,0.5555555555555556,0.8,0.8539316501572936,0.9560290452802052
U0166,11,6,0.8,0.6,0.6666666666666666,0.7860137352654725,0.897617883552293
U0167,11,6,0.8,0.6,0.6666666666666666,0.6608397947263839,0.7859363362324141
U0168,10,5,0.6,0.5,0.6,0.6843515475204855,0.9182162519778518
U0169,12,6,0.8,0.5,0.6666666666666666,0.8687949224876582,0.8829374068620365
U0170,7,3,0.6,0.42857142857142855,1.0,0.9674679834891693,0.9674679834891693
U0171,13,8,1.0,0.8,0.625,1.0,0.9830168297915421
U0172,11,7,0.6,0.7,0.42857142857142855,0.6843515475204855,0.9136388903869314
U0173,10,4,0.8,0.4,1.0,0.9047172294870753,0.9047172294870753
U0174,8,5,0.8,0.625,0.8,0.8304198973631919,0.9512312000626861
U0175,13,7,0.8,0.7,0.5714285714285714,0.8304198973631919,0.9453078548481745
U0176,9,7,0.8,0.7777777777777778,0.5714285714285714,0.8539316501572936,0.964363228349957
U0177,12,4,0.6,0.4,0.75,0.787702056960637,0.9178287402913377
U0178,8,5,0.8,0.625,0.8,0.8539316501572936,0.9669850519151657
U0179,11,4,0.4,0.4,0.5,0.6366824387328317,0.8899603164338974
U0180,5,3,0.6,0.6,1.0,1.0,1.0
U0181,16,11,0.8,0.7,0.36363636363636365,0.8539316501572934,0.7753366239771086
U0182,9,5,0.6,0.5555555555555556,0.6,0.6548086577531307,0.8886733622104971
U0183,10,4,0.8,0.4,1.0,0.9828920819566879,0.9828920819566879
U0184,15,9,1.0,0.8,0.5555555555555556,1.0,0.9216514835285048
U0185,10,3,0.4,0.3,0.6666666666666666,0.7039180890341348,0.8710785440003372
U0186,10,3,0.4,0.3,0.6666666666666666,0.5307212739772434,0.687147515984829
U0187,6,4,0.8,0.6666666666666666,1.0,1.0,1.0
U0188,7,3,0.6,0.42857142857142855,1.0,1.0,1.0
U0189,8,3,0.4,0.375,0.6666666666666666,0.49818925746641274,0.6653497124326151
U0190,16,7,0.6,0.7,0.42857142857142855,0.7227265726449517,0.9374836267524946
U0191,6,5,0.8,0.8333333333333334,0.8,0.8687949224876582,0.9896062251871525
U0192,16,10,1.0,1.0,0.5,0.9999999999999999,1.0
U0193,11,7,1.0,0.7,0.7142857142857143,1.0,0.9799214801447081
U0194,15,8,0.8,0.7,0.5,0.8687949224876582,0.8909510095528637
U0195,7,3,0.6,0.42857142857142855,1.0,0.9674679834891693,0.9674679834891693
U0196,12,5,0.4,0.5,0.4,0.3007851801491499,0.6367472797294278
U0197,9,5,0.6,0.5555555555555556,0.6,0.6992148198508501,0.9330795243082165
U0198,8,5,1.0,0.625,1.0,1.0,1.0
U0199,11,5,1.0,0.5,1.0,1.0,1.0
U0200,11,6,0.8,0.6,0.6666666666666666,0.6608397947263839,0.7848693006025946
U0201,7,3,0.6,0.42857142857142855,1.0,1.0,1.0
U0202,13,9,1.0,0.8,0.5555555555555556,1.0,0.9100698716340226
U0203,12,7,0.8,0.7,0.5714285714285714,0.8539316501572936,0.9610742864774044
U0204,9,4,0.4,0.4444444444444444,0.5,0.5855700749881526,0.8421423592553553
U0205,12,7,1.0,0.7,0.7142857142857143,1.0,0.9950883841893561
U0206,9,3,0.6,0.3333333333333333,1.0,0.9060254355346823,0.9060254355346823
U0207,10,6,1.0,0.6,0.8333333333333334,1.0,0.9930783166417602
U0208,11,5,1.0,0.5,1.0,1.0,1.0
U0209,11,4,0.6,0.4,0.75,0.7365896932159579,0.8756458727267336
U0210,8,5,0.8,0.625,0.8,0.8539316501572936,0.9747429528567878
U0211,7,5,0.8,0.7142857142857143,0.8,0.8687949224876582,0.9818483242455303
U0212,8,4,0.6,0.5,0.75,0.8048099750039491,0.9279611693743142
U0213,10,4,0.6,0.4,0.75,0.5925120319645861,0.7315682114753618
U0214,15,11,1.0,0.9,0.45454545454545453,1.0,0.9363792118010483
U0215,12,6,0.6,0.6,0.5,0.639945385422766,0.8670945531783741
U0216,11,6,0.6,0.6,0.5,0.5147714448836774,0.7634017248465546
U0217,4,3,0.75,0.75,1.0,1.0,1.0
U0218,12,8,1.0,0.7,0.625,1.0,0.9062487935025675
U0219,9,6,0.6,0.6666666666666666,0.5,0.6164336326286644,0.8497378014613878
U0220,9,4,0.6,0.4444444444444444,0.75,0.5143371794949736,0.6444638628256742
U0221,5,1,0.2,0.2,1.0,1.0,1.0
U0222,6,5,0.8,0.8333333333333334,0.8,0.8539316501572936,0.9747429528567878
U0223,9,4,0.4,0.4444444444444444,0.5,0.4144299250118474,0.662072713098975
U0224,6,3,0.6,0.5,1.0,0.9469024295259745,0.9469024295259745
U0225,11,3,0.4,0.3,0.6666666666666666,0.4367467095119258,0.5780136823717547
U0226,11,7,0.8,0.7,0.5714285714285714,0.8539316501572936,0.9409957666221127
U0227,14,6,0.6,0.5,0.5,0.6164336326286644,0.738327957814827
U0228,13,6,0.6,0.5,0.5,0.7227265726449518,0.8437060441751238
U0229,12,3,0.6,0.3,1.0,0.9469024295259745,0.9469024295259745
U0230,10,7,1.0,0.7,0.7142857142857143,1.0,0.9911205770005562
U0231,8,4,0.6,0.5,0.75,0.8318724637288826,0.9709286432396583
U0232,16,10,1.0,0.9,0.5,0.9999999999999999,0.9305687780632227
U0233,9,6,0.8,0.6666666666666666,0.6666666666666666,0.8687949224876582,0.971476156593264
U0234,8,4,0.6,0.5,0.75,0.7095272044910245,0.8485833840018001
U0235,17,8,1.0,0.8,0.625,0.9999999999999999,0.9963488021549354
U0236,7,2,0.4,0.2857142857142857,1.0,0.8772153153380493,0.8772153153380493
U0237,8,4,0.6,0.5,0.75,0.787702056960637,0.9267582364714126
U0238,14,7,0.6,0.7,0.42857142857142855,0.5147714448836774,0.7729117820572333
U0239,15,10,0.8,0.7,0.4,0.8304198973631919,0.7542686714597936
U0240,9,5,0.8,0.5555555555555556,0.8,0.8687949224876582,0.9896062251871525
U0241,8,4,0.6,0.5,0.75,0.8318724637288826,0.9709286432396583
U0242,12,8,0.6,0.7,0.375,0.6843515475204855,0.8237523265073412
U0243,7,3,0.2,0.42857142857142855,0.3333333333333333,0.46927872602275655,0.7928654229965445
U0244,13,10,1.0,0.8,0.5,1.0,0.8521705090845473
U0245,11,4,0.4,0.4,0.5,0.44149241373678083,0.6947702914378465
U0246,12,5,0.4,0.3,0.4,0.3835663673713356,0.48566376249424714
U0247,8,3,0.4,0.375,0.6666666666666666,0.7653606369886218,0.9325210919548241
U0248,10,4,0.8,0.4,1.0,0.9558295932317544,0.9558295932317544
U0249,8,2,0.2,0.25,0.5,0.30657359638272924,0.5109559939712155
U0250,6,1,0.2,0.16666666666666666,1.0,0.5,0.5
U0251,12,5,0.6,0.4,0.6,0.6548086577531307,0.7618017901203945
U0252,10,7,0.8,0.7,0.5714285714285714,0.8687949224876582,0.9731203984025375
U0253,10,6,0.8,0.6,0.6666666666666666,0.8539316501572936,0.958214983820857
U0254,10,7,0.8,0.7,0.5714285714285714,0.8687949224876582,0.9764093402750901
U0255,10,2,0.0,0.2,0.0,0.0,0.4118338404354352
U0256,8,5,0.6,0.625,0.6,0.5147714448836774,0.7486361493410438
U0257,7,3,0.6,0.42857142857142855,1.0,0.9060254355346823,0.9060254355346823
U0258,9,4,0.6,0.4444444444444444,0.75,0.8318724637288826,0.9550236580992476
U0259,8,6,1.0,0.75,0.8333333333333334,1.0,0.9930783166417602
U0260,10,5,0.8,0.5,0.8,0.8687949224876582,0.9818483242455303
U0261,12,7,0.8,0.7,0.5714285714285714,0.8687949224876582,0.965210243419242
U0262,14,8,1.0,0.8,0.625,1.0,0.9830168297915421
U0263,10,7,0.6,0.7,0.42857142857142855,0.7227265726449518,0.944740375813847
U0264,8,2,0.4,0.25,1.0,0.9197207891481877,0.9197207891481877
U0265,11,6,0.8,0.6,0.6666666666666666,0.8539316501572936,0.9571479481910375
U0266,8,5,0.4,0.625,0.4,0.47036528278595796,0.8112231196105882
U0267,8,5,0.8,0.625,0.8,0.6608397947263839,0.7738931964842559
U0268,11,6,0.6,0.6,0.5,0.5147714448836774,0.7387162545574422
U0269,12,5,0.8,0.5,0.8,0.7860137352654725,0.8990671370233446
U0270,9,7,1.0,0.7777777777777778,0.7142857142857143,1.0,0.9911205770005562
U0271,8,4,0.8,0.5,1.0,1.0,1.0
U0272,14,8,0.8,0.6,0.5,0.8687949224876582,0.808397198867407
U0273,7,0,0.0,0.0,,0.0,0.0
U0274,13,5,0.8,0.4,0.8,0.8687949224876582,0.8687949224876582
U0275,11,8,1.0,0.8,0.625,1.0,0.9793656319464774
U0276,11,6,0.6,0.6,0.5,0.6164336326286644,0.8374090800263442
U0277,8,4,0.8,0.5,1.0,0.9558295932317544,0.9558295932317544
U0278,10,4,0.8,0.4,1.0,0.7606395682357036,0.7606395682357036
U0279,10,5,0.8,0.5,0.8,0.8687949224876582,0.9818483242455303
U0280,16,9,1.0,0.8,0.5555555555555556,0.9999999999999999,0.9258513847149255
U0281,10,3,0.6,0.3,1.0,1.0,1.0
U0282,8,3,0.4,0.375,0.6666666666666666,0.7653606369886218,0.9217868789962073
U0283,8,7,1.0,0.875,0.7142857142857143,1.0,0.9888009031441519
U0284,10,6,1.0,0.6,0.8333333333333334,1.0,1.0
U0285,5,2,0.4,0.4,1.0,0.8503449055347547,0.8503449055347547
U0286,5,1,0.2,0.2,1.0,0.6309297535714573,0.6309297535714573
U0287,7,4,0.8,0.5714285714285714,1.0,0.9828920819566879,0.9828920819566879
U0288,8,3,0.6,0.375,1.0,0.9674679834891693,0.9674679834891693
U0289,8,5,0.8,0.625,0.8,0.8687949224876582,0.975788054854922
U0290,8,6,1.0,0.75,0.8333333333333334,1.0,0.9930783166417602
U0291,9,6,0.8,0.6666666666666666,0.6666666666666666,0.7860137352654725,0.9001715370445234
U0292,3,1,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0
U0293,11,5,0.4,0.4,0.4,0.3835663673713356,0.6064750651937414
U0294,11,9,1.0,0.9,0.5555555555555556,1.0,0.9842184869190971
U0295,13,6,0.8,0.5,0.6666666666666666,0.6608397947263839,0.6770801460780836
U0296,21,7,0.6,0.5,0.42857142857142855,0.6548086577531306,0.7017798160643304
U0297,13,6,0.8,0.6,0.6666666666666666,0.8687949224876582,0.9634874376052048
U0298,9,3,0.4,0.3333333333333333,0.6666666666666666,0.5307212739772434,0.6978817289434459
U0299,9,3,0.4,0.3333333333333333,0.6666666666666666,0.4776237035032179,0.6447841584694203
U0300,6,3,0.6,0.5,1.0,0.9469024295259745,0.9469024295259745
U0301,16,8,0.6,0.4,0.375,0.6548086577531306,0.5681450853316898
U0302,6,1,0.2,0.16666666666666666,1.0,0.6309297535714573,0.6309297535714573
U0303,16,8,0.8,0.6,0.5,0.8687949224876581,0.8111564709904155
U0304,12,9,0.8,0.7,0.4444444444444444,0.8687949224876582,0.8253470553818276
U0305,20,11,0.6,0.7,0.2727272727272727,0.6843515475204854,0.7289115290270202
U0306,14,7,1.0,0.7,0.7142857142857143,1.0,0.9950883841893561
U0307,8,4,0.8,0.5,1.0,1.0,1.0
U0308,13,3,0.4,0.3,0.6666666666666666,0.5307212739772434,0.687147515984829
U0309,16,4,0.4,0.4,0.5,0.4414924137367807,0.6821597128635728
U0310,10,5,0.8,0.5,0.8,0.8539316501572936,0.9747429528567878
U0311,11,5,0.4,0.5,0.4,0.3156484524795145,0.6455502826691841
U0312,10,4,0.4,0.4,0.5,0.3462096432238561,0.5994875209249219
U0313,8,5,0.8,0.625,0.8,0.8687949224876582,0.9818483242455303
U0314,6,4,0.6,0.6666666666666666,0.75,0.8318724637288826,0.9709286432396583
U0315,7,2,0.4,0.2857142857142857,1.0,0.8772153153380493,0.8772153153380493
U0316,8,2,0.4,0.25,1.0,1.0,1.0
U0317,11,8,1.0,0.7,0.625,1.0,0.9202054614375518
U0318,8,3,0.6,0.375,1.0,0.8854598815714875,0.8854598815714875
U0319,10,5,0.6,0.5,0.6,0.6992148198508501,0.9221235176732558
U0320,8,4,0.8,0.5,1.0,0.9828920819566879,0.9828920819566879
U0321,9,7,1.0,0.7777777777777778,0.7142857142857143,1.0,0.9848330959553521
U0322,9,5,0.6,0.5555555555555556,0.6,0.7227265726449518,0.9456352704673575
U0323,11,6,1.0,0.6,0.8333333333333334,1.0,0.9930783166417602
U0324,11,7,0.8,0.7,0.5714285714285714,0.8539316501572936,0.9594516125393131
U0325,19,14,1.0,0.9,0.35714285714285715,0.9999999999999999,0.9216017310213245
U0326,11,9,0.8,0.9,0.4444444444444444,0.8304198973631919,0.950420626211048
U0327,7,6,0.8,0.8571428571428571,0.6666666666666666,0.8687949224876582,0.9838048780283076
U0328,10,6,1.0,0.6,0.8333333333333334,1.0,1.0
U0329,12,6,0.6,0.5,0.5,0.639945385422766,0.7575190496991091
U0330,7,5,0.6,0.7142857142857143,0.6,0.6164336326286644,0.8502983370860308
U0331,13,8,0.8,0.7,0.5,0.6608397947263839,0.730074127023885
U0332,7,4,0.8,0.5714285714285714,1.0,0.9828920819566879,0.9828920819566879
U0333,18,12,0.8,0.8,0.3333333333333333,0.8539316501572934,0.8268133666517739
U0334,8,4,0.6,0.5,0.75,0.8048099750039491,0.9279611693743142
U0335,11,8,0.8,0.7,0.5,0.8687949224876582,0.9021484053648395
U0336,15,8,1.0,0.7,0.625,1.0,0.9062487935025675
U0337,8,5,1.0,0.625,1.0,1.0,1.0
U0338,9,8,1.0,0.8888888888888888,0.625,1.0,0.9918291064614977
U0339,9,7,0.6,0.7777777777777778,0.42857142857142855,0.49125969208957576,0.7571453504280033
U0340,14,7,1.0,0.6,0.7142857142857143,1.0,0.9083745556952363
U0341,12,9,1.0,0.9,0.5555555555555556,1.0,0.9842184869190971
U0342,13,5,0.8,0.5,0.8,0.8539316501572936,0.9747429528567878
U0343,9,3,0.6,0.3333333333333333,1.0,0.9060254355346823,0.9060254355346823
U0344,7,3,0.6,0.42857142857142855,1.0,1.0,1.0
U0345,11,1,0.0,0.1,0.0,0.0,0.28906482631788766
U0346,9,5,0.6,0.5555555555555556,0.6,0.6992148198508501,0.9270192549176082
U0347,13,4,0.6,0.4,0.75,0.75369761125927,0.8927537907700458
U0348,15,7,0.6,0.7,0.42857142857142855,0.639945385422766,0.8743604579832849
U0349,10,7,1.0,0.7,0.7142857142857143,1.0,0.9888009031441519
U0350,7,4,0.8,0.5714285714285714,1.0,0.9828920819566879,0.9828920819566879
U0351,9,4,0.8,0.4444444444444444,1.0,0.9558295932317544,0.9558295932317544
U0352,9,4,0.8,0.4444444444444444,1.0,0.9558295932317544,0.9558295932317544
U0353,14,8,0.8,0.7,0.5,0.8539316501572936,0.8740803371737863
U0354,7,4,0.8,0.5714285714285714,1.0,0.9558295932317544,0.9558295932317544
U0355,9,6,1.0,0.6666666666666666,0.8333333333333334,1.0,0.9876712785649564
U0356,7,2,0.4,0.2857142857142857,1.0,0.6934264036172708,0.6934264036172708
U0357,12,10,1.0,0.9,0.5,1.0,0.9266360779006398
U0358,9,2,0.2,0.2222222222222222,0.5,0.26406812257259077,0.4574945261898617
U0359,5,4,0.8,0.8,1.0,0.9558295932317544,0.9558295932317544
