user_id,post_id,author_id,age_group,gender,location,professional_field,experience_years,education,network_size,previous_interactions,post_topic,content_type,engagement,author_user_similarity,topic_similarity,post_age_hours,author_experience,author_network_size,network_distance,interaction_probability,interaction,baseline_score,baseline_rank,rank,quota_rank,quota_score
U0006,P00456,A1543,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Finance,Job Opportunity,0.5256,0.4896,0.5946,4.6,4.3,177,5,0.4753,1,0.47965139150619507,3,3,3,0.3333333333333333
U0006,P02583,A1358,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Finance,Image,0.6085,0.3891,0.4739,19.8,4.0,1800,3,0.4316,0,0.4623430371284485,4,4,4,0.25
U0006,P04113,A1251,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Career,Job Opportunity,0.0323,0.5607,0.3631,13.6,5.0,212,3,0.3307,1,0.3678661584854126,5,5,5,0.2
U0006,P02211,A0031,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Machine Learning,Text,0.1576,0.2964,0.5465,2.7,9.8,379,3,0.3326,0,0.3397110104560852,6,6,6,0.16666666666666666
U0006,P02212,A1456,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Software,Image,0.4689,0.407,0.4193,4.6,13.1,844,2,0.4417,0,0.32615926861763,7,7,7,0.14285714285714285
U0006,P00975,A0514,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Finance,Text,0.4017,0.5537,0.4615,81.5,10.7,219,3,0.3344,0,0.3118787705898285,8,8,8,0.125
U0006,P00398,A0099,56+,Female,Pune,Engineering,4.0,Diploma,159,14,Software,Job Opportunity,0.4346,0.4423,0.3627,91.4,1.6,282,4,0.2223,0,0.2189324051141739,9,9,9,0.1111111111111111
U0034,P03726,A0227,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Marketing,Article,0.4285,0.6705,0.6008,9.7,3.7,420,2,0.664,1,0.7057637572288513,2,2,1,1.0
U0034,P03818,A1829,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Leadership,Image,0.3648,0.1772,0.7726,12.6,4.0,52,3,0.4411,1,0.6187537312507629,3,3,2,0.5
U0034,P01072,A0351,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Software,Video,0.3724,0.6555,0.5472,46.6,9.8,312,4,0.4858,0,0.4859582781791687,7,7,3,0.3333333333333333
U0034,P00671,A0542,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Leadership,Article,0.5677,0.5916,0.3172,36.6,4.3,1009,3,0.4624,0,0.4423164129257202,8,8,4,0.25
U0034,P04999,A1670,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Design,Article,0.2118,0.72,0.6145,19.4,5.2,30,2,0.6195,1,0.7594920992851257,1,1,5,0.2
U0034,P04503,A1343,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Design,Job Opportunity,0.1461,0.4323,0.7467,22.3,4.4,788,2,0.5103,0,0.5654928684234619,4,4,6,0.16666666666666666
U0034,P02523,A0689,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Machine Learning,Image,0.3158,0.3465,0.7557,11.2,7.0,173,1,0.5721,0,0.5210009813308716,5,5,7,0.14285714285714285
U0034,P04247,A1786,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Data Science,Image,0.1724,0.6157,0.793,32.8,4.3,561,1,0.6369,0,0.4919120669364929,6,6,8,0.125
U0034,P03219,A1294,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Data Science,Text,0.2534,0.4309,0.5873,39.9,7.4,429,3,0.4049,0,0.4238331913948059,9,9,9,0.1111111111111111
U0034,P01285,A0569,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Career,Job Opportunity,0.4141,0.6012,0.6514,124.2,2.6,160,4,0.3628,1,0.23804424703121185,10,10,10,0.1
U0034,P00706,A0960,26-35,Male,Mumbai,Business,2.4,Bachelors,302,19,Software,Job Opportunity,0.412,0.2061,0.0533,5.3,4.7,387,4,0.1945,1,0.17997069656848907,11,11,11,0.09090909090909091
U0035,P03121,A0483,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Marketing,Article,0.4218,0.5125,0.737,7.9,8.4,218,3,0.5473,1,0.5942548513412476,1,1,1,1.0
U0035,P02995,A0569,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Marketing,Text,0.5251,0.7345,0.3735,35.1,3.7,1423,4,0.4457,0,0.5480682253837585,3,3,2,0.5
U0035,P01956,A0053,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Data Science,Job Opportunity,0.2425,0.9125,0.3772,10.4,8.0,820,3,0.5401,1,0.4587043821811676,4,4,3,0.3333333333333333
U0035,P04422,A0094,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Marketing,Image,0.3856,0.3241,0.9095,31.7,6.3,1832,4,0.4369,1,0.4538004696369171,5,5,4,0.25
U0035,P00484,A1677,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Finance,Article,0.2437,0.4045,0.7413,44.4,15.6,297,1,0.4386,1,0.5610390901565552,2,2,5,0.2
U0035,P03637,A0023,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Career,Article,0.1849,0.3724,0.7737,8.8,1.2,821,4,0.3951,0,0.4265831708908081,6,6,6,0.16666666666666666
U0035,P04109,A0503,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Design,Text,0.3343,0.683,0.4513,18.3,2.2,485,3,0.4665,0,0.42319172620773315,7,7,7,0.14285714285714285
U0035,P01774,A1211,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Marketing,Text,0.1253,0.6402,0.6933,6.2,6.2,661,4,0.4821,0,0.3980678617954254,8,8,8,0.125
U0035,P02998,A1253,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Software,Article,0.6808,0.3907,0.1583,12.8,3.2,311,2,0.3403,0,0.3232038617134094,9,9,9,0.1111111111111111
U0035,P00389,A1365,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Data Science,Article,0.0966,0.3834,0.5651,51.8,6.4,537,3,0.2555,0,0.23619835078716278,10,10,10,0.1
U0035,P00119,A0961,26-35,Female,Other,Marketing,1.0,Bachelors,205,13,Data Science,Article,0.1012,0.3823,0.4676,63.1,1.6,219,2,0.2328,0,0.21331436932086945,11,11,11,0.09090909090909091
U0037,P04359,A0415,18-25,Female,Other,Business,7.8,Masters,204,23,Software,Article,0.3523,0.8188,0.8397,13.8,4.8,510,3,0.7695,1,0.7965680360794067,1,1,1,1.0
U0037,P04334,A0511,18-25,Female,Other,Business,7.8,Masters,204,23,Marketing,Article,0.1348,0.5549,0.4645,4.6,7.8,1097,4,0.4364,0,0.4172501862049103,2,2,2,0.5
U0044,P01191,A0388,26-35,Male,Other,Design,4.7,Bachelors,336,17,Finance,Article,0.2205,0.6632,0.5297,20.3,15.9,266,3,0.5019,0,0.5913151502609253,1,1,1,1.0
U0044,P03925,A0814,26-35,Male,Other,Design,4.7,Bachelors,336,17,Data Science,Text,0.3195,0.8393,0.306,1.7,3.7,347,4,0.5268,0,0.5454174280166626,2,2,2,0.5
U0044,P03611,A0947,26-35,Male,Other,Design,4.7,Bachelors,336,17,Finance,Text,0.2539,0.1707,0.2134,18.7,8.2,275,2,0.2082,0,0.24975281953811646,3,3,3,0.3333333333333333
U0050,P00929,A1789,18-25,Male,Pune,Finance,4.1,Masters,49,12,AI,Image,0.3675,0.8758,0.7423,25.0,2.7,1062,1,0.7476,1,0.7016234993934631,1,1,1,1.0
U0050,P02121,A0244,18-25,Male,Pune,Finance,4.1,Masters,49,12,Marketing,Image,0.4906,0.6339,0.8513,141.3,1.9,544,2,0.4656,0,0.4159214496612549,5,5,2,0.5
U0050,P01599,A1430,18-25,Male,Pune,Finance,4.1,Masters,49,12,Career,Video,0.1372,0.5485,0.4994,1.4,9.1,134,3,0.424,1,0.3694133162498474,6,6,3,0.3333333333333333
U0050,P02989,A0320,18-25,Male,Pune,Finance,4.1,Masters,49,12,AI,Text,0.4861,0.2963,0.4529,5.7,0.8,144,2,0.3988,0,0.32082003355026245,7,7,4,0.25
U0050,P03140,A1403,18-25,Male,Pune,Finance,4.1,Masters,49,12,Career,Job Opportunity,0.0771,0.6513,0.614,18.0,8.1,389,2,0.5063,0,0.5121722221374512,2,2,5,0.2
U0050,P04141,A1872,18-25,Male,Pune,Finance,4.1,Masters,49,12,Design,Article,0.3716,0.3598,0.4631,35.7,8.4,278,1,0.3771,1,0.5035680532455444,3,3,6,0.16666666666666666
U0050,P04184,A0581,18-25,Male,Pune,Finance,4.1,Masters,49,12,Data Science,Video,0.4055,0.5234,0.5773,56.3,8.6,866,2,0.4407,1,0.4678022861480713,4,4,7,0.14285714285714285
U0050,P02687,A1639,18-25,Male,Pune,Finance,4.1,Masters,49,12,Finance,Article,0.246,0.2919,0.5049,55.2,10.0,222,5,0.2009,0,0.24869966506958008,8,8,8,0.125
U0050,P00094,A1518,18-25,Male,Pune,Finance,4.1,Masters,49,12,Machine Learning,Image,0.4671,0.2471,0.5244,40.4,6.6,543,5,0.2543,0,0.23739264905452728,9,9,9,0.1111111111111111
U0050,P03095,A0482,18-25,Male,Pune,Finance,4.1,Masters,49,12,Career,Article,0.1052,0.2791,0.7358,216.7,8.3,525,4,0.0886,0,0.10847453027963638,10,10,10,0.1
U0058,P04249,A0491,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Marketing,Text,0.0862,0.8634,0.7187,0.3,0.9,34,3,0.6748,1,0.7316727638244629,1,1,1,1.0
U0058,P00893,A1814,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,AI,Video,0.2108,0.6332,0.8435,19.6,6.4,125,4,0.5829,0,0.5971580147743225,3,3,2,0.5
U0058,P04328,A0102,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Marketing,Video,0.3652,0.4852,0.508,0.1,3.7,863,4,0.4487,1,0.4765484631061554,6,6,3,0.3333333333333333
U0058,P02203,A0096,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Machine Learning,Text,0.3841,0.2536,0.5556,12.8,0.7,317,1,0.4307,0,0.3407171070575714,8,8,4,0.25
U0058,P03506,A0341,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Finance,Image,0.4493,0.5559,0.8251,4.6,9.2,684,2,0.688,1,0.7089875340461731,2,2,5,0.2
U0058,P00620,A0941,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Career,Text,0.163,0.701,0.694,7.9,8.6,374,2,0.6264,1,0.5841432213783264,4,4,6,0.16666666666666666
U0058,P00786,A1911,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Machine Learning,Image,0.2386,0.4393,0.8049,4.4,17.6,173,2,0.5728,1,0.5578838586807251,5,5,7,0.14285714285714285
U0058,P04463,A0565,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Career,Article,0.2343,0.3434,0.5159,3.7,4.4,862,2,0.404,1,0.3622173070907593,7,7,8,0.125
U0058,P02961,A1507,26-35,Male,Hyderabad,Other,5.4,Bachelors,437,14,Data Science,Video,0.6004,0.2419,0.332,48.4,0.8,121,2,0.2975,0,0.1992797553539276,9,9,9,0.1111111111111111
U0067,P02851,A1413,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Data Science,Video,0.7053,0.6483,0.8467,78.5,5.9,203,3,0.6632,1,0.6752052307128906,2,2,1,1.0
U0067,P00374,A1972,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Career,Image,0.1765,0.2962,0.9132,10.6,3.1,401,1,0.5764,1,0.61033695936203,3,3,2,0.5
U0067,P00778,A1965,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,AI,Article,0.2085,0.3729,0.7763,30.1,2.8,184,2,0.4944,0,0.5450695753097534,4,4,3,0.3333333333333333
U0067,P00222,A1150,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Finance,Text,0.1221,0.3846,0.8777,60.4,4.0,196,2,0.4591,0,0.4979403614997864,5,5,4,0.25
U0067,P04720,A0080,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Machine Learning,Article,0.4349,0.7724,0.5566,27.3,8.4,107,1,0.691,1,0.7872599959373474,1,1,5,0.2
U0067,P03007,A1661,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Finance,Text,0.2851,0.7068,0.7222,77.3,5.9,1731,5,0.4676,1,0.4318000078201294,6,6,6,0.16666666666666666
U0067,P03899,A0841,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Marketing,Video,0.5706,0.4897,0.6101,46.5,3.9,381,5,0.4516,1,0.430608868598938,7,7,7,0.14285714285714285
U0067,P03877,A0751,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Career,Video,0.3295,0.5959,0.5013,10.5,6.2,350,5,0.4641,0,0.41529691219329834,8,8,8,0.125
U0067,P02473,A0912,26-35,Male,Pune,Finance,2.8,Bachelors,221,20,Design,Job Opportunity,0.4425,0.3173,0.2412,7.2,3.2,586,1,0.384,0,0.32851240038871765,9,9,9,0.1111111111111111
U0072,P00352,A0737,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Machine Learning,Text,0.4695,0.6731,0.7373,22.5,3.5,646,2,0.7016,0,0.7513719797134399,1,1,1,1.0
U0072,P00071,A0236,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Software,Video,0.7928,0.6702,0.408,45.1,11.2,268,2,0.614,1,0.6593043208122253,2,2,2,0.5
U0072,P02262,A1136,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Marketing,Text,0.2697,0.5218,0.94,4.3,3.5,652,5,0.6066,0,0.6407315135002136,4,4,3,0.3333333333333333
U0072,P01787,A0297,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,AI,Text,0.3546,0.4201,0.8052,18.4,6.3,345,3,0.5599,1,0.6030874252319336,5,5,4,0.25
U0072,P02639,A0360,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Career,Text,0.2561,0.5304,0.6653,1.1,6.7,129,2,0.5948,1,0.6489458084106445,3,3,5,0.2
U0072,P02573,A0098,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Software,Article,0.5303,0.4059,0.5378,0.8,10.2,704,3,0.523,1,0.5988768339157104,6,6,6,0.16666666666666666
U0072,P03777,A1711,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,AI,Job Opportunity,0.2033,0.5853,0.5078,4.7,6.1,613,3,0.5022,1,0.587415874004364,7,7,7,0.14285714285714285
U0072,P01851,A0172,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Marketing,Text,0.3764,0.383,0.4544,36.9,4.7,182,4,0.3354,1,0.33672091364860535,8,8,8,0.125
U0072,P00291,A0161,26-35,Female,Mumbai,Data Science,7.1,Bachelors,418,17,Leadership,Video,0.4173,0.1045,0.8615,85.6,2.0,911,2,0.3468,0,0.20371295511722565,9,9,9,0.1111111111111111
U0075,P00625,A1301,18-25,Female,Kolkata,Engineering,6.5,Masters,158,13,Machine Learning,Job Opportunity,0.1619,0.4411,0.5967,63.6,10.8,139,2,0.3336,1,0.28540101647377014,1,1,1,1.0
U0080,P01003,A1576,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Marketing,Article,0.3172,0.6617,0.7677,20.2,6.7,171,3,0.651,1,0.7159850001335144,1,1,1,1.0
U0080,P01369,A0191,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Design,Article,0.6901,0.6505,0.2218,3.8,1.2,238,1,0.6164,1,0.6387327313423157,2,2,2,0.5
U0080,P04637,A1970,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,AI,Text,0.4683,0.5133,0.621,1.1,2.6,278,4,0.5661,0,0.5616042017936707,3,3,3,0.3333333333333333
U0080,P02463,A0954,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Career,Job Opportunity,0.2663,0.642,0.3122,22.1,4.2,1156,2,0.4671,0,0.48735785484313965,5,5,4,0.25
U0080,P00474,A0711,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Machine Learning,Article,0.368,0.4998,0.5049,13.0,8.5,99,2,0.524,0,0.5389137268066406,4,4,5,0.2
U0080,P00578,A0246,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Design,Article,0.5215,0.3637,0.6177,35.0,7.5,148,2,0.5022,0,0.45851144194602966,6,6,6,0.16666666666666666
U0080,P04106,A1120,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,AI,Video,0.1393,0.5684,0.4071,28.9,1.5,90,3,0.3914,0,0.36217615008354187,7,7,7,0.14285714285714285
U0080,P04001,A1133,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Data Science,Video,0.3103,0.5372,0.1973,78.8,4.5,351,2,0.2805,0,0.2650716006755829,8,8,8,0.125
U0080,P04758,A1160,36-45,Male,Ahmedabad,Data Science,9.8,Bachelors,184,18,Machine Learning,Text,0.3792,0.2715,0.621,45.6,5.0,343,2,0.3986,1,0.24929958581924438,9,9,9,0.1111111111111111
U0089,P01860,A0030,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Software,Job Opportunity,0.1502,0.7352,0.7522,3.2,4.2,710,3,0.7448,1,0.7861402034759521,1,1,1,1.0
U0089,P03381,A1312,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Design,Video,0.3526,0.8979,0.6314,15.2,2.0,197,4,0.7663,1,0.7734502553939819,2,2,2,0.5
U0089,P03792,A0062,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Data Science,Article,0.5422,0.6,0.6401,1.6,4.0,609,3,0.7416,1,0.7614266872406006,3,3,3,0.3333333333333333
U0089,P00457,A0832,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Design,Video,0.5147,0.6217,0.6012,26.7,2.2,248,3,0.69,0,0.686961829662323,4,4,4,0.25
U0089,P02457,A1132,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Leadership,Image,0.7615,0.1616,0.7784,27.5,4.3,317,4,0.5785,1,0.5714319348335266,5,5,5,0.2
U0089,P01214,A1215,18-25,Male,Bengaluru,Marketing,17.7,Bachelors,228,25,Machine Learning,Text,0.4814,0.4197,0.3902,2.8,2.8,412,5,0.4831,0,0.43418562412261963,6,6,6,0.16666666666666666
U0097,P02677,A1341,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,Career,Video,0.1225,0.576,0.6536,13.0,1.1,118,2,0.5383,1,0.4959300458431244,1,1,1,1.0
U0097,P02360,A0024,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,Design,Text,0.6217,0.2656,0.7047,33.7,2.2,424,5,0.4045,0,0.36699292063713074,3,3,2,0.5
U0097,P03813,A0367,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,Finance,Video,0.1755,0.4288,0.6241,27.5,4.9,89,5,0.3456,1,0.35188260674476624,4,4,3,0.3333333333333333
U0097,P03477,A1802,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,Marketing,Video,0.1477,0.3349,0.6578,34.5,6.4,298,2,0.3856,1,0.37255552411079407,2,2,4,0.25
U0097,P01427,A1422,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,AI,Article,0.2972,0.3238,0.4879,6.7,7.8,140,4,0.343,1,0.32480761408805847,5,5,5,0.2
U0097,P02554,A0972,26-35,Male,Mumbai,Marketing,2.5,Bachelors,576,16,Data Science,Image,0.3173,0.6157,0.4281,144.5,9.4,532,3,0.2464,0,0.27477002143859863,6,6,6,0.16666666666666666
U0098,P01099,A0277,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Data Science,Video,0.4055,0.7547,0.8126,12.4,3.0,670,4,0.6721,1,0.63628751039505,2,2,1,1.0
U0098,P04433,A1803,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Data Science,Text,0.3575,0.451,0.9137,20.4,9.3,1554,3,0.5733,1,0.5544189214706421,4,4,2,0.5
U0098,P02066,A1188,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Leadership,Article,0.116,0.5453,0.7155,28.2,3.7,245,2,0.4872,1,0.47428780794143677,6,6,3,0.3333333333333333
U0098,P02918,A0143,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Leadership,Image,0.3596,0.3316,0.9444,8.5,6.0,138,4,0.519,1,0.45429784059524536,7,7,4,0.25
U0098,P02407,A1401,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Leadership,Video,0.2441,0.7242,0.8739,31.6,8.4,628,2,0.6659,1,0.6767159700393677,1,1,5,0.2
U0098,P01317,A0095,18-25,Male,Pune,Finance,4.9,Diploma,545,11,AI,Video,0.3908,0.4178,0.859,24.8,7.1,118,1,0.598,1,0.5845984220504761,3,3,6,0.16666666666666666
U0098,P00503,A0893,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Leadership,Job Opportunity,0.0817,0.4871,0.8616,2.5,5.2,146,2,0.5618,0,0.4943627417087555,5,5,7,0.14285714285714285
U0098,P04518,A0473,18-25,Male,Pune,Finance,4.9,Diploma,545,11,AI,Image,0.3353,0.5178,0.8839,46.4,2.3,1166,3,0.5364,0,0.43870142102241516,8,8,8,0.125
U0098,P01539,A1381,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Career,Text,0.844,0.3836,0.6362,21.5,4.3,206,2,0.5854,1,0.4352157711982727,9,9,9,0.1111111111111111
U0098,P04152,A0209,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Marketing,Job Opportunity,0.1999,0.4131,0.7152,7.8,4.4,236,2,0.4848,0,0.41479259729385376,10,10,10,0.1
U0098,P01397,A0669,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Career,Article,0.4882,0.5426,0.6424,62.2,2.0,166,5,0.3933,0,0.36345136165618896,11,11,11,0.09090909090909091
U0098,P04739,A0681,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Machine Learning,Text,0.338,0.5698,0.3603,34.4,2.4,890,2,0.3986,1,0.2804947793483734,12,12,12,0.08333333333333333
U0098,P01217,A1543,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Machine Learning,Text,0.4531,0.2757,0.5147,50.4,2.9,147,5,0.2444,1,0.2560909390449524,13,13,13,0.07692307692307693
U0098,P01124,A1781,18-25,Male,Pune,Finance,4.9,Diploma,545,11,Design,Video,0.2135,0.3392,0.3633,20.8,8.3,321,4,0.2395,0,0.2114678919315338,14,14,14,0.07142857142857142
U0111,P01110,A0674,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Finance,Text,0.3755,0.7558,0.8007,39.2,3.0,341,1,0.7806,1,0.8155838847160339,1,1,1,1.0
U0111,P00993,A0519,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Finance,Text,0.6668,0.667,0.7126,38.1,7.0,153,3,0.7332,1,0.7834942936897278,2,2,2,0.5
U0111,P03578,A1373,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Data Science,Text,0.3896,0.7753,0.9687,100.1,7.4,1007,4,0.6753,0,0.632953405380249,4,4,3,0.3333333333333333
U0111,P03971,A0752,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Marketing,Text,0.3325,0.474,0.2406,4.4,23.2,414,1,0.4961,1,0.6239866018295288,6,6,4,0.25
U0111,P03358,A1308,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Finance,Image,0.2126,0.785,0.7067,7.1,4.2,430,2,0.7531,1,0.7044897079467773,3,3,5,0.2
U0111,P04785,A0760,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,AI,Job Opportunity,0.321,0.5775,0.8097,42.2,5.0,478,1,0.6993,1,0.631401538848877,5,5,6,0.16666666666666666
U0111,P04651,A1544,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Data Science,Job Opportunity,0.6154,0.5765,0.4634,17.8,8.0,497,2,0.6553,0,0.578207790851593,7,7,7,0.14285714285714285
U0111,P03850,A1142,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Career,Image,0.2615,0.4372,0.5803,1.8,4.4,164,4,0.5103,1,0.5653636455535889,8,8,8,0.125
U0111,P04296,A0096,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Leadership,Text,0.5345,0.3854,0.4655,27.4,3.4,124,1,0.5567,1,0.489639014005661,9,9,9,0.1111111111111111
U0111,P00903,A0286,26-35,Male,Mumbai,Other,12.1,Diploma,184,23,Career,Video,0.0604,0.7689,0.3115,19.6,4.0,184,2,0.5359,0,0.3829820156097412,10,10,10,0.1
