user_id,items_entered_top_k,items_left_top_k,top_k_overlap,top_k_jaccard,top_k_changed,changed_positions,max_rank_change,ordering_changed,kendall_tau,spearman_rho
U1049,0,0,1.0,1.0,False,8,4,True,0.19999999999999996,0.19999999999999996
U1053,0,0,1.0,1.0,False,3,2,True,0.7,0.7
U1055,1,1,0.9,0.8181818181818182,True,10,8,True,0.0,0.0
U1063,4,4,0.6,0.42857142857142855,True,16,12,True,0.0,0.0
U1070,0,0,1.0,1.0,False,5,4,True,0.5,0.5
U1071,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U1072,1,1,0.9,0.8181818181818182,True,8,7,True,0.19999999999999996,0.19999999999999996
U1079,1,1,0.9,0.8181818181818182,True,11,6,True,0.0,0.0
U1099,3,3,0.7,0.5384615384615384,True,16,10,True,0.0,0.0
U1107,0,0,1.0,1.0,False,9,7,True,0.09999999999999998,0.09999999999999998
U1118,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U1121,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U1123,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1124,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U1134,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U1139,2,2,0.8,0.6666666666666666,True,11,8,True,0.0,0.0
U1146,0,0,1.0,1.0,False,8,4,True,0.19999999999999996,0.19999999999999996
U1157,3,3,0.7,0.5384615384615384,True,14,10,True,0.0,0.0
U1160,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U1163,0,0,1.0,1.0,False,5,6,True,0.5,0.5
U1172,0,0,1.0,1.0,False,7,3,True,0.30000000000000004,0.30000000000000004
U1179,0,0,1.0,1.0,False,7,3,True,0.30000000000000004,0.30000000000000004
U1182,1,1,0.9,0.8181818181818182,True,11,8,True,0.0,0.0
U1185,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U1186,0,0,1.0,1.0,False,3,2,True,0.7,0.7
U1189,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U1201,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1214,1,1,0.9,0.8181818181818182,True,9,6,True,0.09999999999999998,0.09999999999999998
U1245,3,3,0.7,0.5384615384615384,True,15,8,True,0.0,0.0
U1252,1,1,0.9,0.8181818181818182,True,14,12,True,0.0,0.0
U1269,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U1273,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U1287,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U1298,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U1300,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U1302,1,1,0.9,0.8181818181818182,True,11,8,True,0.0,0.0
U1319,0,0,1.0,1.0,False,8,3,True,0.19999999999999996,0.19999999999999996
U1334,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1337,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1339,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U1342,0,0,1.0,1.0,False,8,2,True,0.19999999999999996,0.19999999999999996
U1356,1,1,0.9,0.8181818181818182,True,15,10,True,0.0,0.0
U1357,1,1,0.9,0.8181818181818182,True,10,9,True,0.0,0.0
U1360,3,3,0.7,0.5384615384615384,True,14,8,True,0.0,0.0
U1367,0,0,1.0,1.0,False,4,4,True,0.6,0.6
U1370,3,3,0.7,0.5384615384615384,True,13,9,True,0.0,0.0
U1373,2,2,0.8,0.6666666666666666,True,14,9,True,0.0,0.0
U1392,0,0,1.0,1.0,False,2,1,True,0.8,0.8
U1394,2,2,0.8,0.6666666666666666,True,15,10,True,0.0,0.0
U1398,0,0,1.0,1.0,False,10,7,True,0.0,0.0
U1403,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1406,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1409,1,1,0.9,0.8181818181818182,True,11,7,True,0.0,0.0
U1424,2,2,0.8,0.6666666666666666,True,11,9,True,0.0,0.0
U1431,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U1433,0,0,1.0,1.0,False,8,4,True,0.19999999999999996,0.19999999999999996
U1436,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U1440,0,0,1.0,1.0,False,7,6,True,0.30000000000000004,0.30000000000000004
U1441,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U1443,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U1451,0,0,1.0,1.0,False,2,2,True,0.8,0.8
U1461,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U1470,0,0,1.0,1.0,False,6,6,True,0.4,0.4
U1479,2,2,0.8,0.6666666666666666,True,14,7,True,0.0,0.0
U1491,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U1494,0,0,1.0,1.0,False,4,1,True,0.6,0.6
U1496,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U1500,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1506,2,2,0.8,0.6666666666666666,True,10,6,True,0.0,0.0
U1515,0,0,1.0,1.0,False,10,6,True,0.0,0.0
U1519,2,2,0.8,0.6666666666666666,True,19,11,True,0.0,0.0
U1522,1,1,0.9,0.8181818181818182,True,10,8,True,0.0,0.0
U1529,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U1534,3,3,0.7,0.5384615384615384,True,15,12,True,0.0,0.0
U1562,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1563,1,1,0.9,0.8181818181818182,True,11,8,True,0.0,0.0
U1566,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U1568,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U1570,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U1571,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U1573,0,0,1.0,1.0,False,10,9,True,0.0,0.0
U1574,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1599,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U1600,1,1,0.9,0.8181818181818182,True,9,5,True,0.09999999999999998,0.09999999999999998
U1603,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U1609,0,0,1.0,1.0,False,5,5,True,0.5,0.5
U1610,2,2,0.8,0.6666666666666666,True,14,7,True,0.0,0.0
U1612,0,0,1.0,1.0,False,4,1,True,0.6,0.6
U1613,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U1614,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U1617,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U1629,2,2,0.8,0.6666666666666666,True,12,7,True,0.0,0.0
U1637,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1638,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1644,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1647,0,0,1.0,1.0,False,7,6,True,0.30000000000000004,0.30000000000000004
U1654,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1658,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U1661,0,0,1.0,1.0,False,8,3,True,0.19999999999999996,0.19999999999999996
U1681,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U1684,0,0,1.0,1.0,False,9,7,True,0.09999999999999998,0.09999999999999998
U1686,0,0,1.0,1.0,False,9,4,True,0.09999999999999998,0.09999999999999998
U1687,0,0,1.0,1.0,False,12,8,True,0.0,0.0
U1688,0,0,1.0,1.0,False,10,4,True,0.0,0.0
U1689,1,1,0.9,0.8181818181818182,True,10,6,True,0.0,0.0
U1700,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1712,1,1,0.9,0.8181818181818182,True,12,7,True,0.0,0.0
U1713,2,2,0.8,0.6666666666666666,True,11,7,True,0.0,0.0
U1718,2,2,0.8,0.6666666666666666,True,12,6,True,0.0,0.0
U1719,0,0,1.0,1.0,False,5,4,True,0.5,0.5
U1731,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U1732,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U1734,2,2,0.8,0.6666666666666666,True,12,6,True,0.0,0.0
U1743,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U1760,0,0,1.0,1.0,False,9,9,True,0.09999999999999998,0.09999999999999998
U1778,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U1785,0,0,1.0,1.0,False,3,4,True,0.7,0.7
U1796,2,2,0.8,0.6666666666666666,True,15,9,True,0.0,0.0
U1801,2,2,0.8,0.6666666666666666,True,12,10,True,0.0,0.0
U1811,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U1821,0,0,1.0,1.0,False,7,6,True,0.30000000000000004,0.30000000000000004
U1822,1,1,0.9,0.8181818181818182,True,9,8,True,0.09999999999999998,0.09999999999999998
U1832,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1839,1,1,0.9,0.8181818181818182,True,13,10,True,0.0,0.0
U1865,2,2,0.8,0.6666666666666666,True,12,8,True,0.0,0.0
U1877,2,2,0.8,0.6666666666666666,True,12,7,True,0.0,0.0
U1883,0,0,1.0,1.0,False,5,2,True,0.5,0.5
U1884,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U1886,3,3,0.7,0.5384615384615384,True,15,9,True,0.0,0.0
U1888,0,0,1.0,1.0,False,9,8,True,0.09999999999999998,0.09999999999999998
U1891,3,3,0.7,0.5384615384615384,True,13,7,True,0.0,0.0
U1893,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U1900,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U1913,0,0,1.0,1.0,False,11,7,True,0.0,0.0
U1926,0,0,1.0,1.0,False,0,0,False,1.0,1.0
U1932,0,0,1.0,1.0,False,10,7,True,0.0,0.0
U1936,1,1,0.9,0.8181818181818182,True,9,8,True,0.09999999999999998,0.09999999999999998
U1942,0,0,1.0,1.0,False,7,7,True,0.30000000000000004,0.30000000000000004
U1944,0,0,1.0,1.0,False,10,4,True,0.0,0.0
U1965,1,1,0.9,0.8181818181818182,True,11,5,True,0.0,0.0
U1974,0,0,1.0,1.0,False,5,2,True,0.5,0.5
U1985,0,0,1.0,1.0,False,9,7,True,0.09999999999999998,0.09999999999999998
U2000,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2003,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2006,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U2022,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2026,1,1,0.9,0.8181818181818182,True,9,6,True,0.09999999999999998,0.09999999999999998
U2033,1,1,0.9,0.8181818181818182,True,11,5,True,0.0,0.0
U2034,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2064,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U2065,0,0,1.0,1.0,False,10,5,True,0.0,0.0
U2068,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2073,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2092,2,2,0.8,0.6666666666666666,True,10,9,True,0.0,0.0
U2124,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2126,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2135,3,3,0.7,0.5384615384615384,True,14,8,True,0.0,0.0
U2142,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2146,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2148,0,0,1.0,1.0,False,2,1,True,0.8,0.8
U2153,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2154,0,0,1.0,1.0,False,5,6,True,0.5,0.5
U2158,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2160,1,1,0.9,0.8181818181818182,True,10,11,True,0.0,0.0
U2162,0,0,1.0,1.0,False,5,5,True,0.5,0.5
U2168,1,1,0.9,0.8181818181818182,True,9,5,True,0.09999999999999998,0.09999999999999998
U2171,0,0,1.0,1.0,False,9,8,True,0.09999999999999998,0.09999999999999998
U2196,2,2,0.8,0.6666666666666666,True,12,8,True,0.0,0.0
U2202,1,1,0.9,0.8181818181818182,True,10,4,True,0.0,0.0
U2203,0,0,1.0,1.0,False,8,4,True,0.19999999999999996,0.19999999999999996
U2215,0,0,1.0,1.0,False,3,3,True,0.7,0.7
U2219,0,0,1.0,1.0,False,4,3,True,0.6,0.6
U2220,1,1,0.9,0.8181818181818182,True,9,5,True,0.09999999999999998,0.09999999999999998
U2221,2,2,0.8,0.6666666666666666,True,15,12,True,0.0,0.0
U2232,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2237,0,0,1.0,1.0,False,7,3,True,0.30000000000000004,0.30000000000000004
U2239,0,0,1.0,1.0,False,6,5,True,0.4,0.4
U2245,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2248,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U2260,0,0,1.0,1.0,False,5,4,True,0.5,0.5
U2265,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2267,3,3,0.7,0.5384615384615384,True,13,11,True,0.0,0.0
U2289,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2306,0,0,1.0,1.0,False,2,2,True,0.8,0.8
U2311,1,1,0.9,0.8181818181818182,True,12,8,True,0.0,0.0
U2313,0,0,1.0,1.0,False,3,2,True,0.7,0.7
U2319,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U2320,4,4,0.6,0.42857142857142855,True,15,11,True,0.0,0.0
U2323,0,0,1.0,1.0,False,5,5,True,0.5,0.5
U2328,0,0,1.0,1.0,False,8,6,True,0.19999999999999996,0.19999999999999996
U2331,3,3,0.7,0.5384615384615384,True,13,8,True,0.0,0.0
U2346,0,0,1.0,1.0,False,8,5,True,0.19999999999999996,0.19999999999999996
U2348,2,2,0.8,0.6666666666666666,True,11,10,True,0.0,0.0
U2365,0,0,1.0,1.0,False,6,7,True,0.4,0.4
U2372,0,0,1.0,1.0,False,8,8,True,0.19999999999999996,0.19999999999999996
U2376,2,2,0.8,0.6666666666666666,True,11,9,True,0.0,0.0
U2389,1,1,0.9,0.8181818181818182,True,10,7,True,0.0,0.0
U2404,0,0,1.0,1.0,False,7,5,True,0.30000000000000004,0.30000000000000004
U2413,0,0,1.0,1.0,False,6,4,True,0.4,0.4
U2415,1,1,0.9,0.8181818181818182,True,10,8,True,0.0,0.0
U2416,1,1,0.9,0.8181818181818182,True,12,8,True,0.0,0.0
U2418,0,0,1.0,1.0,False,9,8,True,0.09999999999999998,0.09999999999999998
U2419,0,0,1.0,1.0,False,4,1,True,0.6,0.6
U2421,0,0,1.0,1.0,False,7,4,True,0.30000000000000004,0.30000000000000004
U2424,0,0,1.0,1.0,False,10,8,True,0.0,0.0
U2427,1,0,1.0,0.9,True,12,6,True,0.0,0.0
U2436,0,0,1.0,1.0,False,6,3,True,0.4,0.4
U2445,1,1,0.9,0.8181818181818182,True,11,6,True,0.0,0.0
U2449,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2453,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2454,2,2,0.8,0.6666666666666666,True,13,12,True,0.0,0.0
U2461,0,0,1.0,1.0,False,4,2,True,0.6,0.6
U2462,0,0,1.0,1.0,False,8,7,True,0.19999999999999996,0.19999999999999996
U2481,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2486,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U2493,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2496,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U2498,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2499,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2503,0,0,1.0,1.0,False,9,6,True,0.09999999999999998,0.09999999999999998
U2511,1,1,0.9,0.8181818181818182,True,13,9,True,0.0,0.0
U2512,0,0,1.0,1.0,False,5,3,True,0.5,0.5
U2514,0,0,1.0,1.0,False,9,5,True,0.09999999999999998,0.09999999999999998
U2517,3,3,0.7,0.5384615384615384,True,13,10,True,0.0,0.0
U2521,2,2,0.8,0.6666666666666666,True,14,8,True,0.0,0.0
U2524,2,2,0.8,0.6666666666666666,True,10,6,True,0.0,0.0
