gender,age_group,location,sample_count,actual_interaction_rate,predicted_positive_rate,average_prediction_score,accuracy,precision,recall,f1
Female,36-45,Mumbai,478,0.5146443514644351,0.6129707112970711,0.5364896053221757,0.6799163179916318,0.658703071672355,0.7845528455284553,0.7161410018552876
Female,36-45,Other,332,0.4759036144578313,0.5120481927710844,0.5121381689156627,0.6746987951807228,0.6470588235294118,0.6962025316455697,0.6707317073170732
Female,36-45,Pune,197,0.48223350253807107,0.4416243654822335,0.494904779822335,0.6852791878172588,0.6896551724137931,0.631578947368421,0.6593406593406593
Female,46-55,Ahmedabad,60,0.45,0.6166666666666667,0.5415448881666667,0.6666666666666666,0.5945945945945946,0.8148148148148148,0.6875
Female,46-55,Bengaluru,218,0.5642201834862385,0.5779816513761468,0.5277314961467889,0.7385321100917431,0.7619047619047619,0.7804878048780488,0.7710843373493976
Female,46-55,Chennai,174,0.5344827586206896,0.5747126436781609,0.5178897833908046,0.7413793103448276,0.74,0.7956989247311828,0.7668393782383419
Female,46-55,Delhi,198,0.5353535353535354,0.5606060606060606,0.5351540447474749,0.7525252525252525,0.7567567567567568,0.7924528301886793,0.7741935483870968
Female,46-55,Hyderabad,205,0.5707317073170731,0.5902439024390244,0.5224672702926829,0.7170731707317073,0.743801652892562,0.7692307692307693,0.7563025210084033
Female,46-55,Kolkata,119,0.5210084033613446,0.6638655462184874,0.5472395455462186,0.6890756302521008,0.6582278481012658,0.8387096774193549,0.7375886524822695
Female,46-55,Mumbai,361,0.5678670360110804,0.5789473684210527,0.5302714089196676,0.6897506925207756,0.722488038277512,0.7365853658536585,0.7294685990338164
Female,46-55,Other,181,0.5138121546961326,0.5303867403314917,0.5166841069281769,0.6961325966850829,0.6979166666666666,0.7204301075268817,0.708994708994709
Female,46-55,Pune,138,0.5072463768115942,0.5289855072463768,0.5179496007971014,0.7753623188405797,0.7671232876712328,0.8,0.7832167832167832
Female,56+,Ahmedabad,49,0.4897959183673469,0.6938775510204082,0.5350435414285714,0.673469387755102,0.6176470588235294,0.875,0.7241379310344828
Female,56+,Bengaluru,124,0.5564516129032258,0.6209677419354839,0.5346914848387095,0.7258064516129032,0.7272727272727273,0.8115942028985508,0.7671232876712328
Female,56+,Chennai,112,0.5267857142857143,0.5178571428571429,0.4950481335714286,0.7410714285714286,0.7586206896551724,0.7457627118644068,0.7521367521367521
Female,56+,Delhi,58,0.5517241379310345,0.6551724137931034,0.544595243275862,0.7586206896551724,0.7368421052631579,0.875,0.8
Female,56+,Hyderabad,40,0.375,0.525,0.483172592,0.5,0.38095238095238093,0.5333333333333333,0.4444444444444444
Female,56+,Kolkata,87,0.4482758620689655,0.5287356321839081,0.5080367805747127,0.7126436781609196,0.6521739130434783,0.7692307692307693,0.7058823529411765
Female,56+,Mumbai,196,0.4744897959183674,0.5714285714285714,0.5137409784693878,0.6479591836734694,0.6071428571428571,0.7311827956989247,0.6634146341463415
Female,56+,Other,85,0.47058823529411764,0.5294117647058824,0.5008433877647058,0.7764705882352941,0.7333333333333333,0.825,0.7764705882352941
Female,56+,Pune,71,0.4225352112676056,0.43661971830985913,0.48472486295774647,0.7605633802816901,0.7096774193548387,0.7333333333333333,0.7213114754098361
Male,18-25,Ahmedabad,325,0.5353846153846153,0.5846153846153846,0.5246660034615385,0.7046153846153846,0.7052631578947368,0.7701149425287356,0.7362637362637363
Male,18-25,Bengaluru,698,0.5286532951289399,0.5372492836676218,0.5111992912464183,0.7048710601719198,0.7173333333333334,0.7289972899728997,0.7231182795698925
Male,18-25,Chennai,397,0.5415617128463476,0.5818639798488665,0.5207480804685138,0.707808564231738,0.7142857142857143,0.7674418604651163,0.7399103139013453
Male,18-25,Delhi,511,0.5342465753424658,0.5949119373776908,0.5265196933855186,0.7084148727984344,0.7039473684210527,0.7838827838827839,0.7417677642980935
Male,18-25,Hyderabad,480,0.5041666666666667,0.5604166666666667,0.5248072091249999,0.6895833333333333,0.6728624535315985,0.7479338842975206,0.7084148727984344
Male,18-25,Kolkata,331,0.5015105740181269,0.5770392749244713,0.5291579152265862,0.743202416918429,0.7120418848167539,0.8192771084337349,0.7619047619047619
Male,18-25,Mumbai,802,0.5211970074812967,0.57356608478803,0.5187248429002493,0.7556109725685786,0.741304347826087,0.8157894736842105,0.7767653758542141
Male,18-25,Other,715,0.5104895104895105,0.5538461538461539,0.5175254767972027,0.6741258741258741,0.6666666666666666,0.7232876712328767,0.6938239159001314
Male,18-25,Pune,591,0.4890016920473773,0.5397631133671743,0.5095963055566836,0.688663282571912,0.664576802507837,0.7335640138408305,0.6973684210526315
Male,26-35,Ahmedabad,271,0.5350553505535055,0.5645756457564576,0.5231572676974169,0.6974169741697417,0.7058823529411765,0.7448275862068966,0.7248322147651006
Male,26-35,Bengaluru,1003,0.5234297108673978,0.5294117647058824,0.5141694618145564,0.7168494516450648,0.7269303201506592,0.7352380952380952,0.7310606060606061
Male,26-35,Chennai,402,0.48258706467661694,0.5124378109452736,0.5046046031492537,0.736318407960199,0.7135922330097088,0.7577319587628866,0.735
Male,26-35,Delhi,853,0.5240328253223916,0.5427901524032825,0.5146411897338805,0.6998827667057445,0.7062634989200864,0.7315436241610739,0.7186813186813187
Male,26-35,Hyderabad,598,0.5234113712374582,0.568561872909699,0.5217524706655519,0.7207357859531772,0.7147058823529412,0.7763578274760383,0.7442572741194488
Male,26-35,Kolkata,362,0.5248618784530387,0.5994475138121547,0.5280009916298343,0.6933701657458563,0.6820276497695853,0.7789473684210526,0.7272727272727273
Male,26-35,Mumbai,918,0.5403050108932462,0.5588235294117647,0.5250191225381263,0.7135076252723311,0.7270955165692008,0.7520161290322581,0.7393458870168483
Male,26-35,Other,616,0.49188311688311687,0.5551948051948052,0.513894367051948,0.6964285714285714,0.6695906432748538,0.7557755775577558,0.710077519379845
Male,26-35,Pune,605,0.5223140495867769,0.5834710743801653,0.5167619691570249,0.6776859504132231,0.6713881019830028,0.75,0.7085201793721974
Male,36-45,Ahmedabad,192,0.453125,0.4895833333333333,0.49753777734375,0.7239583333333334,0.6808510638297872,0.735632183908046,0.7071823204419889
Male,36-45,Bengaluru,493,0.5070993914807302,0.5618661257606491,0.5198066666024341,0.7139959432048681,0.6967509025270758,0.772,0.7324478178368121
Male,36-45,Chennai,300,0.4766666666666667,0.57,0.5144015561999999,0.6866666666666666,0.6432748538011696,0.7692307692307693,0.7006369426751592
Male,36-45,Delhi,323,0.544891640866873,0.6346749226006192,0.538026570371517,0.7120743034055728,0.7024390243902439,0.8181818181818182,0.7559055118110236
Male,36-45,Hyderabad,300,0.5033333333333333,0.54,0.5122427466666667,0.69,0.6790123456790124,0.7284768211920529,0.7028753993610224
Male,36-45,Kolkata,152,0.5263157894736842,0.5789473684210527,0.5202932973684211,0.6973684210526315,0.6931818181818182,0.7625,0.7261904761904762
Male,36-45,Mumbai,734,0.5340599455040872,0.5490463215258855,0.5140676836580381,0.7070844686648501,0.7196029776674938,0.7397959183673469,0.7295597484276729
Male,36-45,Other,346,0.5260115606936416,0.5606936416184971,0.5301932593930636,0.6994219653179191,0.7010309278350515,0.7472527472527473,0.723404255319149
Male,36-45,Pune,243,0.49382716049382713,0.5061728395061729,0.4872267603292181,0.757201646090535,0.7479674796747967,0.7666666666666667,0.757201646090535
Male,46-55,Ahmedabad,108,0.5370370370370371,0.5833333333333334,0.5414161511111112,0.6759259259259259,0.6825396825396826,0.7413793103448276,0.7107438016528925
Male,46-55,Bengaluru,434,0.5138248847926268,0.5576036866359447,0.5229289959907834,0.7396313364055299,0.7272727272727273,0.7892376681614349,0.7569892473118279
Male,46-55,Chennai,229,0.4759825327510917,0.5021834061135371,0.49646611676855895,0.6768558951965066,0.6521739130434783,0.6880733944954128,0.6696428571428571
Male,46-55,Delhi,196,0.5102040816326531,0.5918367346938775,0.5273647265306123,0.7142857142857143,0.6896551724137931,0.8,0.7407407407407407
Male,46-55,Hyderabad,189,0.544973544973545,0.5555555555555556,0.515979926984127,0.7142857142857143,0.7333333333333333,0.7475728155339806,0.7403846153846154
Male,46-55,Kolkata,118,0.5338983050847458,0.576271186440678,0.5262691723728814,0.788135593220339,0.7794117647058824,0.8412698412698413,0.8091603053435115
Male,46-55,Mumbai,305,0.5704918032786885,0.6032786885245902,0.5304047214098361,0.6786885245901639,0.7065217391304348,0.7471264367816092,0.7262569832402235
Male,46-55,Other,294,0.48639455782312924,0.5714285714285714,0.5170619797108843,0.7040816326530612,0.6666666666666666,0.7832167832167832,0.7202572347266881
Male,46-55,Pune,242,0.5950413223140496,0.5991735537190083,0.5345020467768594,0.6983471074380165,0.7448275862068966,0.75,0.7474048442906575
Male,56+,Ahmedabad,45,0.5777777777777777,0.5777777777777777,0.5428422093333333,0.8666666666666667,0.8846153846153846,0.8846153846153846,0.8846153846153846
Male,56+,Bengaluru,170,0.5529411764705883,0.5823529411764706,0.5210003282352942,0.6882352941176471,0.7070707070707071,0.7446808510638298,0.7253886010362695
Male,56+,Chennai,156,0.532051282051282,0.5448717948717948,0.503597686923077,0.6666666666666666,0.6823529411764706,0.6987951807228916,0.6904761904761905
Male,56+,Delhi,110,0.5181818181818182,0.4818181818181818,0.4984324273181818,0.6727272727272727,0.6981132075471698,0.6491228070175439,0.6727272727272727
Male,56+,Hyderabad,151,0.3973509933774834,0.5099337748344371,0.5005327672516556,0.7417218543046358,0.6363636363636364,0.8166666666666667,0.7153284671532847
Male,56+,Kolkata,55,0.5272727272727272,0.45454545454545453,0.49773385334545456,0.6727272727272727,0.72,0.6206896551724138,0.6666666666666666
Male,56+,Mumbai,177,0.5254237288135594,0.5536723163841808,0.5098191058757062,0.6892655367231638,0.6938775510204082,0.7311827956989247,0.7120418848167539
Male,56+,Other,111,0.5135135135135135,0.6216216216216216,0.5345672845045045,0.7117117117117117,0.6811594202898551,0.8245614035087719,0.746031746031746
Male,56+,Pune,82,0.5365853658536586,0.6463414634146342,0.5605113290243902,0.7926829268292683,0.7547169811320755,0.9090909090909091,0.8247422680412371
